trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-50
3,snack3,"[3,9]",naive,-46
3,snack3,"[3,9]",sophisticated,-43
4,snack7,"[3,4]",naive,-49
4,snack7,"[3,4]",sophisticated,-44
5,snack8,"[10,3]",naive,-34
5,snack8,"[10,3]",sophisticated,-11
6,snack8,"[10,2]",naive,-40
6,snack8,"[10,2]",sophisticated,-13
7,snack1,"[4,9]",naive,-36
7,snack1,"[4,9]",sophisticated,-33
8,snack8,"[8,5]",naive,-19
8,snack8,"[8,5]",sophisticated,-10
9,snack10,"[5,3]",naive,-49
9,snack10,"[5,3]",sophisticated,-46
10,snack2,"[13,3]",naive,49
10,snack2,"[13,3]",sophisticated,45
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,45
12,snack5,"[10,4]",naive,29
12,snack5,"[10,4]",sophisticated,19
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,42
14,snack9,"[8,10]",sophisticated,39
15,snack10,"[6,11]",naive,48
15,snack10,"[6,11]",sophisticated,44
16,snack3,"[10,9]",naive,30
16,snack3,"[10,9]",sophisticated,24
17,snack3,"[11,9]",naive,43
17,snack3,"[11,9]",sophisticated,40
18,snack1,"[6,11]",naive,44
18,snack1,"[6,11]",sophisticated,34
19,snack2,"[5,4]",naive,0
19,snack2,"[5,4]",sophisticated,-10
20,snack7,"[3,10]",naive,1
20,snack7,"[3,10]",sophisticated,3
21,snack9,"[12,4]",naive,-15
21,snack9,"[12,4]",sophisticated,-12
22,snack5,"[8,4]",naive,-1
22,snack5,"[8,4]",sophisticated,-1
23,snack5,"[8,5]",naive,11
23,snack5,"[8,5]",sophisticated,7
24,snack6,"[7,10]",naive,2
24,snack6,"[7,10]",sophisticated,0
25,snack9,"[8,5]",naive,-23
25,snack9,"[8,5]",sophisticated,-20
26,snack6,"[8,13]",naive,-6
26,snack6,"[8,13]",sophisticated,-8
27,snack6,"[7,9]",naive,8
27,snack6,"[7,9]",sophisticated,1
