trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-46
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-49
3,snack3,"[3,9]",naive,-50
3,snack3,"[3,9]",sophisticated,-39
4,snack7,"[3,4]",naive,-50
4,snack7,"[3,4]",sophisticated,17
5,snack8,"[10,3]",naive,-48
5,snack8,"[10,3]",sophisticated,41
6,snack8,"[10,2]",naive,-48
6,snack8,"[10,2]",sophisticated,48
7,snack1,"[4,9]",naive,-44
7,snack1,"[4,9]",sophisticated,-26
8,snack8,"[8,5]",naive,-44
8,snack8,"[8,5]",sophisticated,-4
9,snack10,"[5,3]",naive,-50
9,snack10,"[5,3]",sophisticated,-24
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,-50
11,snack2,"[13,4]",naive,50
11,snack2,"[13,4]",sophisticated,-50
12,snack5,"[10,4]",naive,47
12,snack5,"[10,4]",sophisticated,-32
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,48
14,snack9,"[8,10]",sophisticated,35
15,snack10,"[6,11]",naive,50
15,snack10,"[6,11]",sophisticated,37
16,snack3,"[10,9]",naive,38
16,snack3,"[10,9]",sophisticated,8
17,snack3,"[11,9]",naive,48
17,snack3,"[11,9]",sophisticated,25
18,snack1,"[6,11]",naive,50
18,snack1,"[6,11]",sophisticated,28
19,snack2,"[5,4]",naive,8
19,snack2,"[5,4]",sophisticated,-28
20,snack7,"[3,10]",naive,12
20,snack7,"[3,10]",sophisticated,-10
21,snack9,"[12,4]",naive,-9
21,snack9,"[12,4]",sophisticated,-22
22,snack5,"[8,4]",naive,1
22,snack5,"[8,4]",sophisticated,0
23,snack5,"[8,5]",naive,11
23,snack5,"[8,5]",sophisticated,-6
24,snack6,"[7,10]",naive,0
24,snack6,"[7,10]",sophisticated,-4
25,snack9,"[8,5]",naive,-27
25,snack9,"[8,5]",sophisticated,-2
26,snack6,"[8,13]",naive,-3
26,snack6,"[8,13]",sophisticated,-10
27,snack6,"[7,9]",naive,-1
27,snack6,"[7,9]",sophisticated,-15
