trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-49
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-50
3,snack3,"[3,9]",naive,-42
3,snack3,"[3,9]",sophisticated,-41
4,snack7,"[3,4]",naive,-48
4,snack7,"[3,4]",sophisticated,-48
5,snack8,"[10,3]",naive,-27
5,snack8,"[10,3]",sophisticated,-24
6,snack8,"[10,2]",naive,-33
6,snack8,"[10,2]",sophisticated,-30
7,snack1,"[4,9]",naive,-33
7,snack1,"[4,9]",sophisticated,-32
8,snack8,"[8,5]",naive,-11
8,snack8,"[8,5]",sophisticated,-10
9,snack10,"[5,3]",naive,-47
9,snack10,"[5,3]",sophisticated,-47
10,snack2,"[13,3]",naive,49
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,49
12,snack5,"[10,4]",naive,25
12,snack5,"[10,4]",sophisticated,22
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,40
14,snack9,"[8,10]",sophisticated,38
15,snack10,"[6,11]",naive,46
15,snack10,"[6,11]",sophisticated,46
16,snack3,"[10,9]",naive,26
16,snack3,"[10,9]",sophisticated,22
17,snack3,"[11,9]",naive,40
17,snack3,"[11,9]",sophisticated,39
18,snack1,"[6,11]",naive,30
18,snack1,"[6,11]",sophisticated,26
19,snack2,"[5,4]",naive,-3
19,snack2,"[5,4]",sophisticated,-5
20,snack7,"[3,10]",naive,2
20,snack7,"[3,10]",sophisticated,0
21,snack9,"[12,4]",naive,-13
21,snack9,"[12,4]",sophisticated,-13
22,snack5,"[8,4]",naive,-3
22,snack5,"[8,4]",sophisticated,-2
23,snack5,"[8,5]",naive,6
23,snack5,"[8,5]",sophisticated,7
24,snack6,"[7,10]",naive,3
24,snack6,"[7,10]",sophisticated,2
25,snack9,"[8,5]",naive,-19
25,snack9,"[8,5]",sophisticated,-20
26,snack6,"[8,13]",naive,-5
26,snack6,"[8,13]",sophisticated,-6
27,snack6,"[7,9]",naive,4
27,snack6,"[7,9]",sophisticated,5
