trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-50
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-50
3,snack3,"[3,9]",naive,-50
3,snack3,"[3,9]",sophisticated,-50
4,snack7,"[3,4]",naive,-50
4,snack7,"[3,4]",sophisticated,-50
5,snack8,"[10,3]",naive,-49
5,snack8,"[10,3]",sophisticated,-46
6,snack8,"[10,2]",naive,-50
6,snack8,"[10,2]",sophisticated,-48
7,snack1,"[4,9]",naive,-46
7,snack1,"[4,9]",sophisticated,-45
8,snack8,"[8,5]",naive,-48
8,snack8,"[8,5]",sophisticated,-41
9,snack10,"[5,3]",naive,-50
9,snack10,"[5,3]",sophisticated,-50
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,50
11,snack2,"[13,4]",sophisticated,50
12,snack5,"[10,4]",naive,48
12,snack5,"[10,4]",sophisticated,44
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,50
14,snack9,"[8,10]",sophisticated,49
15,snack10,"[6,11]",naive,50
15,snack10,"[6,11]",sophisticated,50
16,snack3,"[10,9]",naive,40
16,snack3,"[10,9]",sophisticated,38
17,snack3,"[11,9]",naive,49
17,snack3,"[11,9]",sophisticated,48
18,snack1,"[6,11]",naive,50
18,snack1,"[6,11]",sophisticated,50
19,snack2,"[5,4]",naive,5
19,snack2,"[5,4]",sophisticated,-2
20,snack7,"[3,10]",naive,14
20,snack7,"[3,10]",sophisticated,10
21,snack9,"[12,4]",naive,-4
21,snack9,"[12,4]",sophisticated,-14
22,snack5,"[8,4]",naive,-5
22,snack5,"[8,4]",sophisticated,0
23,snack5,"[8,5]",naive,5
23,snack5,"[8,5]",sophisticated,6
24,snack6,"[7,10]",naive,-4
24,snack6,"[7,10]",sophisticated,-2
25,snack9,"[8,5]",naive,-23
25,snack9,"[8,5]",sophisticated,-21
26,snack6,"[8,13]",naive,-3
26,snack6,"[8,13]",sophisticated,-5
27,snack6,"[7,9]",naive,-7
27,snack6,"[7,9]",sophisticated,-7
