trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-50
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-50
3,snack3,"[3,9]",naive,-50
3,snack3,"[3,9]",sophisticated,-50
4,snack7,"[3,4]",naive,-50
4,snack7,"[3,4]",sophisticated,-50
5,snack8,"[10,3]",naive,-49
5,snack8,"[10,3]",sophisticated,-28
6,snack8,"[10,2]",naive,-50
6,snack8,"[10,2]",sophisticated,-32
7,snack1,"[4,9]",naive,-45
7,snack1,"[4,9]",sophisticated,-41
8,snack8,"[8,5]",naive,-45
8,snack8,"[8,5]",sophisticated,-30
9,snack10,"[5,3]",naive,-50
9,snack10,"[5,3]",sophisticated,-49
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,50
11,snack2,"[13,4]",sophisticated,50
12,snack5,"[10,4]",naive,47
12,snack5,"[10,4]",sophisticated,33
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,48
14,snack9,"[8,10]",sophisticated,46
15,snack10,"[6,11]",naive,50
15,snack10,"[6,11]",sophisticated,49
16,snack3,"[10,9]",naive,40
16,snack3,"[10,9]",sophisticated,33
17,snack3,"[11,9]",naive,49
17,snack3,"[11,9]",sophisticated,46
18,snack1,"[6,11]",naive,50
18,snack1,"[6,11]",sophisticated,50
19,snack2,"[5,4]",naive,7
19,snack2,"[5,4]",sophisticated,-9
20,snack7,"[3,10]",naive,13
20,snack7,"[3,10]",sophisticated,8
21,snack9,"[12,4]",naive,-9
21,snack9,"[12,4]",sophisticated,-14
22,snack5,"[8,4]",naive,1
22,snack5,"[8,4]",sophisticated,0
23,snack5,"[8,5]",naive,11
23,snack5,"[8,5]",sophisticated,6
24,snack6,"[7,10]",naive,0
24,snack6,"[7,10]",sophisticated,-4
25,snack9,"[8,5]",naive,-28
25,snack9,"[8,5]",sophisticated,-17
26,snack6,"[8,13]",naive,-3
26,snack6,"[8,13]",sophisticated,-7
27,snack6,"[7,9]",naive,-2
27,snack6,"[7,9]",sophisticated,-5
