trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-49
3,snack3,"[3,9]",naive,-43
3,snack3,"[3,9]",sophisticated,-40
4,snack7,"[3,4]",naive,-48
4,snack7,"[3,4]",sophisticated,-49
5,snack8,"[10,3]",naive,-30
5,snack8,"[10,3]",sophisticated,-20
6,snack8,"[10,2]",naive,-35
6,snack8,"[10,2]",sophisticated,-27
7,snack1,"[4,9]",naive,-34
7,snack1,"[4,9]",sophisticated,-32
8,snack8,"[8,5]",naive,-13
8,snack8,"[8,5]",sophisticated,-10
9,snack10,"[5,3]",naive,-48
9,snack10,"[5,3]",sophisticated,-46
10,snack2,"[13,3]",naive,49
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,48
12,snack5,"[10,4]",naive,26
12,snack5,"[10,4]",sophisticated,18
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,40
14,snack9,"[8,10]",sophisticated,39
15,snack10,"[6,11]",naive,47
15,snack10,"[6,11]",sophisticated,45
16,snack3,"[10,9]",naive,25
16,snack3,"[10,9]",sophisticated,23
17,snack3,"[11,9]",naive,41
17,snack3,"[11,9]",sophisticated,39
18,snack1,"[6,11]",naive,34
18,snack1,"[6,11]",sophisticated,27
19,snack2,"[5,4]",naive,-3
19,snack2,"[5,4]",sophisticated,-7
20,snack7,"[3,10]",naive,1
20,snack7,"[3,10]",sophisticated,-2
21,snack9,"[12,4]",naive,-13
21,snack9,"[12,4]",sophisticated,-11
22,snack5,"[8,4]",naive,-1
22,snack5,"[8,4]",sophisticated,-2
23,snack5,"[8,5]",naive,8
23,snack5,"[8,5]",sophisticated,6
24,snack6,"[7,10]",naive,2
24,snack6,"[7,10]",sophisticated,2
25,snack9,"[8,5]",naive,-22
25,snack9,"[8,5]",sophisticated,-21
26,snack6,"[8,13]",naive,-6
26,snack6,"[8,13]",sophisticated,-6
27,snack6,"[7,9]",naive,7
27,snack6,"[7,9]",sophisticated,3
