trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-48
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-48
3,snack3,"[3,9]",naive,-47
3,snack3,"[3,9]",sophisticated,-37
4,snack7,"[3,4]",naive,-49
4,snack7,"[3,4]",sophisticated,-32
5,snack8,"[10,3]",naive,-36
5,snack8,"[10,3]",sophisticated,19
6,snack8,"[10,2]",naive,-40
6,snack8,"[10,2]",sophisticated,33
7,snack1,"[4,9]",naive,-37
7,snack1,"[4,9]",sophisticated,-26
8,snack8,"[8,5]",naive,-22
8,snack8,"[8,5]",sophisticated,-1
9,snack10,"[5,3]",naive,-49
9,snack10,"[5,3]",sophisticated,-33
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,-6
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,-17
12,snack5,"[10,4]",naive,31
12,snack5,"[10,4]",sophisticated,-4
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,41
14,snack9,"[8,10]",sophisticated,37
15,snack10,"[6,11]",naive,48
15,snack10,"[6,11]",sophisticated,39
16,snack3,"[10,9]",naive,31
16,snack3,"[10,9]",sophisticated,16
17,snack3,"[11,9]",naive,44
17,snack3,"[11,9]",sophisticated,32
18,snack1,"[6,11]",naive,47
18,snack1,"[6,11]",sophisticated,12
19,snack2,"[5,4]",naive,1
19,snack2,"[5,4]",sophisticated,-18
20,snack7,"[3,10]",naive,4
20,snack7,"[3,10]",sophisticated,0
21,snack9,"[12,4]",naive,-13
21,snack9,"[12,4]",sophisticated,-7
22,snack5,"[8,4]",naive,0
22,snack5,"[8,4]",sophisticated,-5
23,snack5,"[8,5]",naive,11
23,snack5,"[8,5]",sophisticated,-1
24,snack6,"[7,10]",naive,2
24,snack6,"[7,10]",sophisticated,-5
25,snack9,"[8,5]",naive,-23
25,snack9,"[8,5]",sophisticated,-17
26,snack6,"[8,13]",naive,-6
26,snack6,"[8,13]",sophisticated,-8
27,snack6,"[7,9]",naive,5
27,snack6,"[7,9]",sophisticated,-7
