trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-48
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-49
3,snack3,"[3,9]",naive,-49
3,snack3,"[3,9]",sophisticated,-42
4,snack7,"[3,4]",naive,-50
4,snack7,"[3,4]",sophisticated,-25
5,snack8,"[10,3]",naive,-42
5,snack8,"[10,3]",sophisticated,14
6,snack8,"[10,2]",naive,-46
6,snack8,"[10,2]",sophisticated,23
7,snack1,"[4,9]",naive,-39
7,snack1,"[4,9]",sophisticated,-32
8,snack8,"[8,5]",naive,-34
8,snack8,"[8,5]",sophisticated,-3
9,snack10,"[5,3]",naive,-50
9,snack10,"[5,3]",sophisticated,-40
10,snack2,"[13,3]",naive,48
10,snack2,"[13,3]",sophisticated,27
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,17
12,snack5,"[10,4]",naive,39
12,snack5,"[10,4]",sophisticated,4
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,45
14,snack9,"[8,10]",sophisticated,37
15,snack10,"[6,11]",naive,49
15,snack10,"[6,11]",sophisticated,42
16,snack3,"[10,9]",naive,33
16,snack3,"[10,9]",sophisticated,22
17,snack3,"[11,9]",naive,45
17,snack3,"[11,9]",sophisticated,38
18,snack1,"[6,11]",naive,49
18,snack1,"[6,11]",sophisticated,36
19,snack2,"[5,4]",naive,4
19,snack2,"[5,4]",sophisticated,-18
20,snack7,"[3,10]",naive,5
20,snack7,"[3,10]",sophisticated,0
21,snack9,"[12,4]",naive,-15
21,snack9,"[12,4]",sophisticated,-8
22,snack5,"[8,4]",naive,2
22,snack5,"[8,4]",sophisticated,-3
23,snack5,"[8,5]",naive,13
23,snack5,"[8,5]",sophisticated,3
24,snack6,"[7,10]",naive,3
24,snack6,"[7,10]",sophisticated,-5
25,snack9,"[8,5]",naive,-23
25,snack9,"[8,5]",sophisticated,-19
26,snack6,"[8,13]",naive,-6
26,snack6,"[8,13]",sophisticated,-9
27,snack6,"[7,9]",naive,5
27,snack6,"[7,9]",sophisticated,-5
