trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-49
3,snack3,"[3,9]",naive,-45
3,snack3,"[3,9]",sophisticated,-43
4,snack7,"[3,4]",naive,-49
4,snack7,"[3,4]",sophisticated,-45
5,snack8,"[10,3]",naive,-33
5,snack8,"[10,3]",sophisticated,-17
6,snack8,"[10,2]",naive,-39
6,snack8,"[10,2]",sophisticated,-24
7,snack1,"[4,9]",naive,-35
7,snack1,"[4,9]",sophisticated,-33
8,snack8,"[8,5]",naive,-20
8,snack8,"[8,5]",sophisticated,-9
9,snack10,"[5,3]",naive,-48
9,snack10,"[5,3]",sophisticated,-46
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,50
11,snack2,"[13,4]",sophisticated,49
12,snack5,"[10,4]",naive,28
12,snack5,"[10,4]",sophisticated,21
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,41
14,snack9,"[8,10]",sophisticated,40
15,snack10,"[6,11]",naive,47
15,snack10,"[6,11]",sophisticated,46
16,snack3,"[10,9]",naive,28
16,snack3,"[10,9]",sophisticated,25
17,snack3,"[11,9]",naive,43
17,snack3,"[11,9]",sophisticated,40
18,snack1,"[6,11]",naive,42
18,snack1,"[6,11]",sophisticated,36
19,snack2,"[5,4]",naive,0
19,snack2,"[5,4]",sophisticated,-7
20,snack7,"[3,10]",naive,0
20,snack7,"[3,10]",sophisticated,2
21,snack9,"[12,4]",naive,-12
21,snack9,"[12,4]",sophisticated,-11
22,snack5,"[8,4]",naive,-2
22,snack5,"[8,4]",sophisticated,-1
23,snack5,"[8,5]",naive,9
23,snack5,"[8,5]",sophisticated,8
24,snack6,"[7,10]",naive,2
24,snack6,"[7,10]",sophisticated,0
25,snack9,"[8,5]",naive,-22
25,snack9,"[8,5]",sophisticated,-21
26,snack6,"[8,13]",naive,-6
26,snack6,"[8,13]",sophisticated,-7
27,snack6,"[7,9]",naive,7
27,snack6,"[7,9]",sophisticated,4
