trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-50
1,snack10,"[6,3]",sophisticated,-49
2,snack7,"[6,3]",naive,-50
2,snack7,"[6,3]",sophisticated,-50
3,snack3,"[3,9]",naive,-50
3,snack3,"[3,9]",sophisticated,-48
4,snack7,"[3,4]",naive,-50
4,snack7,"[3,4]",sophisticated,-22
5,snack8,"[10,3]",naive,-49
5,snack8,"[10,3]",sophisticated,37
6,snack8,"[10,2]",naive,-49
6,snack8,"[10,2]",sophisticated,45
7,snack1,"[4,9]",naive,-46
7,snack1,"[4,9]",sophisticated,-37
8,snack8,"[8,5]",naive,-47
8,snack8,"[8,5]",sophisticated,-11
9,snack10,"[5,3]",naive,-50
9,snack10,"[5,3]",sophisticated,-39
10,snack2,"[13,3]",naive,0
10,snack2,"[13,3]",sophisticated,50
11,snack2,"[13,4]",naive,50
11,snack2,"[13,4]",sophisticated,-22
12,snack5,"[10,4]",naive,48
12,snack5,"[10,4]",sophisticated,-23
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,50
14,snack9,"[8,10]",sophisticated,42
15,snack10,"[6,11]",naive,50
15,snack10,"[6,11]",sophisticated,44
16,snack3,"[10,9]",naive,40
16,snack3,"[10,9]",sophisticated,21
17,snack3,"[11,9]",naive,49
17,snack3,"[11,9]",sophisticated,37
18,snack1,"[6,11]",naive,50
18,snack1,"[6,11]",sophisticated,48
19,snack2,"[5,4]",naive,6
19,snack2,"[5,4]",sophisticated,-25
20,snack7,"[3,10]",naive,14
20,snack7,"[3,10]",sophisticated,-6
21,snack9,"[12,4]",naive,1
21,snack9,"[12,4]",sophisticated,-40
22,snack5,"[8,4]",naive,-7
22,snack5,"[8,4]",sophisticated,2
23,snack5,"[8,5]",naive,2
23,snack5,"[8,5]",sophisticated,-5
24,snack6,"[7,10]",naive,-5
24,snack6,"[7,10]",sophisticated,-3
25,snack9,"[8,5]",naive,-25
25,snack9,"[8,5]",sophisticated,-1
26,snack6,"[8,13]",naive,-3
26,snack6,"[8,13]",sophisticated,-9
27,snack6,"[7,9]",naive,-8
27,snack6,"[7,9]",sophisticated,-15
