trial,grid,crumb,agent_type,response
1,snack10,"[6,3]",naive,-49
1,snack10,"[6,3]",sophisticated,-48
2,snack7,"[6,3]",naive,-49
2,snack7,"[6,3]",sophisticated,-48
3,snack3,"[3,9]",naive,-38
3,snack3,"[3,9]",sophisticated,-33
4,snack7,"[3,4]",naive,-46
4,snack7,"[3,4]",sophisticated,-37
5,snack8,"[10,3]",naive,-25
5,snack8,"[10,3]",sophisticated,7
6,snack8,"[10,2]",naive,-33
6,snack8,"[10,2]",sophisticated,13
7,snack1,"[4,9]",naive,-30
7,snack1,"[4,9]",sophisticated,-24
8,snack8,"[8,5]",naive,-9
8,snack8,"[8,5]",sophisticated,-1
9,snack10,"[5,3]",naive,-47
9,snack10,"[5,3]",sophisticated,-37
10,snack2,"[13,3]",naive,50
10,snack2,"[13,3]",sophisticated,30
11,snack2,"[13,4]",naive,49
11,snack2,"[13,4]",sophisticated,23
12,snack5,"[10,4]",naive,20
12,snack5,"[10,4]",sophisticated,2
13,snack1,"[10,10]",naive,50
13,snack1,"[10,10]",sophisticated,50
14,snack9,"[8,10]",naive,38
14,snack9,"[8,10]",sophisticated,36
15,snack10,"[6,11]",naive,45
15,snack10,"[6,11]",sophisticated,40
16,snack3,"[10,9]",naive,22
16,snack3,"[10,9]",sophisticated,13
17,snack3,"[11,9]",naive,38
17,snack3,"[11,9]",sophisticated,29
18,snack1,"[6,11]",naive,12
18,snack1,"[6,11]",sophisticated,-2
19,snack2,"[5,4]",naive,-7
19,snack2,"[5,4]",sophisticated,-16
20,snack7,"[3,10]",naive,-2
20,snack7,"[3,10]",sophisticated,-1
21,snack9,"[12,4]",naive,-13
21,snack9,"[12,4]",sophisticated,-7
22,snack5,"[8,4]",naive,-3
22,snack5,"[8,4]",sophisticated,-2
23,snack5,"[8,5]",naive,8
23,snack5,"[8,5]",sophisticated,3
24,snack6,"[7,10]",naive,1
24,snack6,"[7,10]",sophisticated,-3
25,snack9,"[8,5]",naive,-20
25,snack9,"[8,5]",sophisticated,-15
26,snack6,"[8,13]",naive,-4
26,snack6,"[8,13]",sophisticated,-5
27,snack6,"[7,9]",naive,3
27,snack6,"[7,9]",sophisticated,-4
